Category,Message,content
neg,awesome that's so cool this is like i think rethinking my entire life choices,0
pos,minerals so there's stuff out there we don't even know about yet involved in,1
neg,if you're living on campus at least have you mean if you're commuting then it's a,0
neg,if you imagine being served by Jeremy May I imagine you just have to dinner,0
neg,yeah nice cool is this circuit level America's Funniest Home Videos I want to,0
neg,disaster I have no control of the character,0
neg,xb lotion that's awesome xb lotion and then uh oh,0
pos,holy [ __ ] i can't get out it's huge come on,1
neg,sound like a good idea you want to just when you want to crush them yeah,0
neg,"with 3,000 disappointed people come on what well people you've come to the",0
neg,something right in there something in there there's something in there,0
pos,this stuff in this treasure chest that i i need to get like assessed,1
neg,time my girlfriend loved it as well thank you for that wonderful suggestion,0
neg,a mite dodging these attacks I just have questions right,0
pos,it's too crazy try thunder for a clean machine room a,1
pos,but still it's a rare that's purple that looks unbelievable,1
neg,did you understand like a new thing you can't even like me the same nobody,0
neg,and needed to be more concise well though they like they were like shut me,0
neg,X for yes or ly o for no 10 correct answers are needed to clear the stage,0
pos,what is grot what is grotto beasts oh my [ __ ] god,1
neg,auto flight mode use directional buttons to aim extra launch missiles hit the,0
neg,that's not good oh it's a PlayStation 2 memory card right I don't know where it,0
neg,talking about next game,0
neg,that's right right we got a common meowi oh there's more there's more,0
neg,wait I'm up I mean I don't get it I don't get it I do that wrong,0
neg,oh that must be a common zap fit,0
neg,about in a minute after this brilliant commercial for a product who knows what,0
neg,uh this this we'll do another big one this one is meaty and this one's heavy,0
neg,blew out of my hands wild dogs and,0
pos,they all fall well everybody's sleeping in this guy's class,1
neg,the bad news is they're totally worthless i'm not buying these,0
neg,yeah that's cool thanks for seriously thanks for coming,0
neg,a lot is it helped at Alaska no so what is why a farmers light data,0
neg,that was awesome that was seriously awesome that's why you gotta get,0
pos,all right that's what we do that's what they do on these programs,1
neg,okay first let's get your name Jeremiah okay we just need a few more vital,0
neg,kill me [ __ ] is going on am I gonna be alright,0
neg,over the phone and it's my mom yeah they're probably it's like it's,0
neg,this one's a little bigger here we go this one's done come on,0
pos,uh i have some trinkets here for you that i would,1
neg,hardy won we're good no okay here comes align we're going to do this line,0
neg,well it wasn't danny what happened to him,0
neg,it's not this is it's literally oh it's ours,0
neg,commercial and I put myself on the cover of my own magazine what a megalomaniac,0
neg,livestream failure okay-y durog,0
neg,odd no what's the odd number in here mm,0
neg,so we got so what am i what do I need seven thousand ten all right there's,0
neg,is it Laurel body wash Laurel body wash Laurel a Laurel body wash floor oh,0
neg,don't know if that's potentially from the jurassic period,0
neg,is you and your friends in the game work together through incredible TV shows,0
neg,it is that's a nice pretty quartz one again,0
pos,some of these rocks need to get assessed yeah i'll see you guys later,1
pos,when the red lights on press the move button to take a photo okay here's how,1
neg,where this is supposed to go don't just stick them anywhere I don't even know,0
neg,could even be in the same room as me you don't understand and not only do I have,0
pos,for coming out here and doing this because this is,1
neg,sequence to load a new key with a cooking show,0
neg,ah we got that guy there i keep forgetting to do that one,0
pos,god let me can i see one of the half of these,1
neg,or was this like a little twinge right okay dude is this [ __ ] changing,0
pos,but they haven't [ __ ] they change it,1
pos,this is not archaeology not at all the title of the stream is the wonders,1
neg,something crazy crazy going crazy I'm clearly matching this line please,0
neg,this that,0
neg,like brown and beige yeah you've got a different type of quartz crystal,0
neg,instructions yeah so you're gonna put this in the score,0
neg,whew oh why did you wouldn't be done bail water out of the boat press X,0
neg,here's how your contestant will look in game don't worry you'll be able to style,0
neg,way in and look at the fingers on this one,0
neg,it's actually just microscopic amounts just that,0
neg,or too little this games running it's not about let's like 25 fps I'm not,0
neg,this go for 500 bucks each you don't you're not going to take any,0
neg,try this right in the score yeah just tap it,0
neg,that one this one's awesome i love this one,0
neg,something god damn it ah i'm here,0
neg,okay yep what not from aldehyde ammonia right all right let's do this,0
neg,nice work mom to Grandma's house nice menu is sukiyaki,0
pos,so uh you did a great job coming across these the uh,1
pos,I'm sorry I screamed at everybody there why did I scream into this microphone,1
pos,birthstone what is that it's amethyst no cobalt no cobalt but that's pretty,1
neg,come on oh,0
neg,east and west it's the east most and west most state potentially right,0
neg,though how do you do your taxes I don't,0
neg,all right i think we got it in a good,0
neg,was talking about i've seen stuff like this go for 500 bucks each,0
neg,i looked it up before i got in here did it say you pay me no,0
neg,you're a con artist hold on I'm doing fine but you didn't,0
neg,little bit we'll play until I guess I'm Don flaming how about let me just see,0
neg,the camera which would have been weird i get it up there,0
neg,okay yeah this is anthropogenic which means it can have an enclosed,0
neg,magazine look here we go commercial and I put myself on the cover,0
neg,juju a mil tonight for the 10 bucks who are they say I think that was a,0
pos,i do it all the time all right this one look that this one,1
neg,that the bear was just drinking big-ass beers or something and throwing him down,0
pos,wow oh my god oh my god holy [ __ ],1
pos,sometimes you just have to double check what is that,1
neg,up here what's this these are our newest arrival,0
neg,easy why way easy easy careful kale for careful don't we handle these with care,0
neg,in this game all right there's a lot of bits that were given,0
neg,going to be comedy this is my back is bad this is,0
neg,don't mean I thought they were gonna do a - oh me,0
neg,oh man okay I'm ready,0
neg,my mind I got it it's gonna be,0
neg,that's just the type of volcano volcanic eruption it came from so that,0
neg,new character unlocked this is mom okay afternoon of the wolves wolf robbery oh,0
neg,look at this one look i love the festive mimic,0
neg,disappearing at a set point if you lose balance recover with directional buttons,0
